Timestamp,x,y,r,g,b
0,183.3238,135.86401,0.0,255.0,0.0
40,186.21906,138.03157,0.0,255.0,0.0
80,189.11429,140.19913,0.0,255.0,0.0
120,192.00952,142.36667,0.0,255.0,0.0
160,194.90475,144.53423,0.0,255.0,0.0
200,197.8,146.70177,0.0,255.0,0.0
240,200.69524,148.86932,0.0,255.0,0.0
280,203.59047,151.03687,0.0,255.0,0.0
320,206.48572,153.20442,0.0,255.0,0.0
360,209.38095,155.37198,0.0,255.0,0.0
400,212.27618,157.53952,0.0,255.0,0.0
440,215.17143,159.70708,0.0,255.0,0.0
480,218.06667,161.87462,0.0,255.0,0.0
520,220.9619,164.04218,0.0,255.0,0.0
560,223.85715,166.20972,0.0,255.0,0.0
600,226.75238,168.37727,0.0,255.0,0.0
640,229.64761,170.54482,0.0,255.0,0.0
680,232.54286,172.71237,0.0,255.0,0.0
720,235.4381,174.87993,0.0,255.0,0.0
760,238.33333,177.04747,0.0,255.0,0.0
800,241.22858,179.21503,0.0,255.0,0.0
840,244.12381,181.38257,0.0,255.0,0.0
880,247.01904,183.55013,0.0,255.0,0.0
920,244.12381,185.71767,0.0,255.0,0.0
960,241.22858,187.88522,0.0,255.0,0.0
1000,238.33333,190.05276,0.0,255.0,0.0
1040,235.4381,192.22032,0.0,255.0,0.0
1080,232.54286,194.38788,0.0,255.0,0.0
1120,229.64761,196.55542,0.0,255.0,0.0
1160,226.75238,198.72298,0.0,255.0,0.0
1200,223.85715,200.89052,0.0,255.0,0.0
1240,220.9619,203.05807,0.0,255.0,0.0
1280,218.06667,205.22562,255.0,0.0,0.0
1320,215.17143,207.39317,255.0,0.0,0.0
1360,212.27618,209.56071,255.0,0.0,0.0
1400,209.38095,211.72827,255.0,0.0,0.0
1440,206.48572,213.89583,255.0,0.0,0.0
1480,203.59047,216.06337,255.0,0.0,0.0
1520,200.69524,218.23093,255.0,0.0,0.0
1560,197.8,220.39847,255.0,0.0,0.0
1600,194.90475,222.56602,255.0,0.0,0.0
1640,192.00952,224.73357,255.0,0.0,0.0
1680,189.11429,226.90112,255.0,0.0,0.0
1720,186.21906,229.06866,255.0,0.0,0.0
1760,183.3238,231.23622,255.0,0.0,0.0
1800,180.42857,233.40378,255.0,0.0,0.0
1840,177.53334,235.57132,255.0,0.0,0.0
1880,174.63809,237.73888,255.0,0.0,0.0
1920,171.74286,239.90642,255.0,0.0,0.0
1960,168.84763,242.07397,255.0,0.0,0.0
2000,165.95238,244.24152,255.0,0.0,0.0
2040,163.05714,246.40907,255.0,0.0,0.0
2080,160.16191,244.24152,255.0,0.0,0.0
2120,157.26666,242.07397,255.0,0.0,0.0
2160,154.37143,239.90642,255.0,0.0,0.0
2200,151.4762,237.73888,255.0,0.0,0.0
2240,148.58095,235.57132,255.0,0.0,0.0
2280,145.68571,233.40378,255.0,0.0,0.0
2320,142.79048,231.23622,255.0,0.0,0.0
2360,139.89523,229.06866,255.0,0.0,0.0
2400,137.0,226.90112,255.0,0.0,0.0
2440,134.10477,224.73357,255.0,0.0,0.0
2480,131.20952,222.56602,255.0,0.0,0.0
2520,128.31429,220.39847,255.0,0.0,0.0
2560,125.419044,218.23093,255.0,0.0,0.0
2600,122.52381,216.06337,255.0,0.0,0.0
2640,119.62857,213.89583,255.0,0.0,0.0
2680,116.73333,211.72827,255.0,0.0,0.0
2720,113.8381,209.56071,255.0,0.0,0.0
2760,110.942856,207.39317,0.0,0.0,255.0
2800,108.04762,205.22562,0.0,0.0,255.0
2840,105.15238,203.05807,0.0,0.0,255.0
2880,102.25714,200.89052,0.0,0.0,255.0
2920,99.36191,198.72298,0.0,0.0,255.0
2960,96.46667,196.55542,0.0,0.0,255.0
3000,93.57143,194.38788,0.0,0.0,255.0
3040,90.67619,192.22032,0.0,0.0,255.0
3080,87.78095,190.05276,0.0,0.0,255.0
3120,84.88571,187.88522,0.0,0.0,255.0
3160,81.99048,185.71767,0.0,0.0,255.0
3200,79.09524,183.55013,0.0,0.0,255.0
3240,76.2,181.38257,0.0,0.0,255.0
3280,73.30476,179.21503,0.0,0.0,255.0
3320,70.40952,177.04747,0.0,0.0,255.0
3360,67.51428,174.87993,0.0,0.0,255.0
3400,64.61905,172.71237,0.0,0.0,255.0
3440,61.72381,170.54482,0.0,0.0,255.0
3480,58.82857,168.37727,0.0,0.0,255.0
3520,55.933334,166.20972,0.0,0.0,255.0
3560,53.038094,164.04218,0.0,0.0,255.0
3600,50.142857,161.87462,0.0,0.0,255.0
3640,47.24762,159.70708,0.0,0.0,255.0
3680,44.352383,157.53952,0.0,0.0,255.0
3720,41.45714,155.37198,0.0,0.0,255.0
3760,38.561905,153.20442,0.0,0.0,255.0
3800,35.666668,151.03687,0.0,0.0,255.0
3840,32.771427,148.86932,0.0,0.0,255.0
3880,29.87619,146.70177,0.0,0.0,255.0
3920,26.980953,144.53423,0.0,0.0,255.0
3960,24.085714,142.36667,0.0,0.0,255.0
4000,21.190475,140.19913,0.0,0.0,255.0
4040,18.295238,138.03157,0.0,0.0,255.0
4080,15.4,135.86401,0.0,0.0,255.0
4120,12.504762,133.69647,0.0,0.0,255.0
4160,9.609524,131.52892,0.0,0.0,255.0
4200,12.504762,129.36137,0.0,0.0,255.0
4240,15.4,127.193825,0.0,0.0,255.0
4280,18.295238,125.02627,0.0,0.0,255.0
4320,21.190475,122.85872,0.0,0.0,255.0
4360,24.085714,120.69117,0.0,0.0,255.0
4400,26.980953,118.52362,0.0,0.0,255.0
4440,29.87619,116.35607,0.0,0.0,255.0
4480,32.771427,114.18852,0.0,0.0,255.0
