Timestamp,x,y,r,g,b
0,228.39047,131.4573,0.0,255.0,0.0
40,231.28572,129.22467,0.0,255.0,0.0
80,234.18095,126.992035,0.0,255.0,0.0
120,237.07619,124.7594,0.0,255.0,0.0
160,239.97144,122.526764,0.0,255.0,0.0
200,242.86667,120.29413,0.0,255.0,0.0
240,245.7619,118.06149,0.0,255.0,0.0
280,248.65715,115.82886,255.0,0.0,0.0
320,245.7619,113.59622,255.0,0.0,0.0
360,242.86667,111.36359,255.0,0.0,0.0
400,239.97144,109.13095,255.0,0.0,0.0
440,237.07619,106.898315,255.0,0.0,0.0
480,234.18095,104.66568,255.0,0.0,0.0
520,231.28572,102.433044,255.0,0.0,0.0
560,228.39047,100.20041,255.0,0.0,0.0
600,225.49524,97.96777,255.0,0.0,0.0
640,222.6,95.73514,255.0,0.0,0.0
680,219.70476,93.5025,255.0,0.0,0.0
720,216.80952,91.26987,255.0,0.0,0.0
760,213.91429,89.03723,255.0,0.0,0.0
800,211.01904,86.804596,255.0,0.0,0.0
840,208.12381,84.57196,255.0,0.0,0.0
880,205.22858,82.339325,255.0,0.0,0.0
920,202.33333,80.10669,255.0,0.0,0.0
960,199.4381,77.874054,255.0,0.0,0.0
1000,196.54286,75.64142,255.0,0.0,0.0
1040,193.64761,73.40878,255.0,0.0,0.0
1080,190.75238,71.17615,255.0,0.0,0.0
1120,187.85715,68.94351,255.0,0.0,0.0
1160,184.9619,66.71088,255.0,0.0,0.0
1200,182.06667,64.47824,255.0,0.0,0.0
1240,179.17143,62.245605,255.0,0.0,0.0
1280,176.27618,60.01297,255.0,0.0,0.0
1320,173.38095,57.780334,255.0,0.0,0.0
1360,170.48572,55.5477,255.0,0.0,0.0
1400,167.59047,53.315063,255.0,0.0,0.0
1440,164.69524,51.082428,255.0,0.0,0.0
1480,161.8,48.849792,255.0,0.0,0.0
1520,158.90475,46.617157,255.0,0.0,0.0
1560,156.00952,44.38452,255.0,0.0,0.0
1600,153.11429,42.151886,255.0,0.0,0.0
1640,150.21906,39.91925,255.0,0.0,0.0
1680,147.3238,37.686615,255.0,0.0,0.0
1720,144.42857,35.45398,255.0,0.0,0.0
1760,141.53334,33.221344,255.0,0.0,0.0
1800,138.63809,30.988708,255.0,0.0,0.0
1840,135.74286,28.756073,255.0,0.0,0.0
1880,132.84763,26.523438,255.0,0.0,0.0
