Timestamp,x,y,r,g,b
0,183.3238,53.550755,0.0,0.0,255.0
40,186.21906,57.18902,0.0,0.0,255.0
80,189.11429,60.827282,0.0,0.0,255.0
120,192.00952,64.465546,0.0,0.0,255.0
160,194.90475,68.10381,0.0,0.0,255.0
200,197.8,71.74208,0.0,0.0,255.0
240,200.69524,75.38034,0.0,0.0,255.0
280,203.59047,79.01861,0.0,0.0,255.0
320,206.48572,82.65687,0.0,0.0,255.0
360,209.38095,86.295135,0.0,0.0,255.0
400,212.27618,89.9334,0.0,0.0,255.0
440,215.17143,93.57166,0.0,0.0,255.0
480,218.06667,97.20993,0.0,0.0,255.0
520,220.9619,100.8482,0.0,0.0,255.0
560,223.85715,104.48646,0.0,0.0,255.0
600,226.75238,108.124725,0.0,0.0,255.0
640,229.64761,111.762985,0.0,0.0,255.0
680,232.54286,115.40125,0.0,0.0,255.0
720,235.4381,119.03952,0.0,0.0,255.0
760,238.33333,122.67778,0.0,0.0,255.0
800,241.22858,126.31605,0.0,0.0,255.0
840,244.12381,129.95432,0.0,0.0,255.0
880,247.01904,133.59258,0.0,255.0,0.0
920,244.12381,137.23083,0.0,255.0,0.0
960,241.22858,140.86911,0.0,255.0,0.0
1000,238.33333,144.50737,0.0,255.0,0.0
1040,235.4381,148.14563,0.0,255.0,0.0
1080,232.54286,151.7839,0.0,255.0,0.0
1120,229.64761,155.42216,0.0,255.0,0.0
1160,226.75238,159.06042,0.0,255.0,0.0
1200,223.85715,162.6987,0.0,255.0,0.0
1240,220.9619,166.33696,0.0,255.0,0.0
1280,218.06667,169.97522,0.0,255.0,0.0
1320,215.17143,173.61348,0.0,255.0,0.0
1360,212.27618,177.25175,0.0,255.0,0.0
1400,209.38095,180.89001,0.0,255.0,0.0
1440,206.48572,184.52827,0.0,255.0,0.0
1480,203.59047,188.16655,0.0,255.0,0.0
1520,200.69524,191.80481,0.0,255.0,0.0
1560,197.8,195.44307,0.0,255.0,0.0
1600,194.90475,199.08134,0.0,255.0,0.0
1640,192.00952,202.7196,0.0,255.0,0.0
1680,189.11429,206.35786,0.0,255.0,0.0
1720,186.21906,209.99614,0.0,255.0,0.0
1760,183.3238,213.6344,0.0,255.0,0.0
1800,180.42857,217.27266,0.0,255.0,0.0
1840,177.53334,220.91092,0.0,255.0,0.0
1880,174.63809,224.5492,0.0,255.0,0.0
1920,171.74286,228.18745,0.0,255.0,0.0
1960,168.84763,231.82571,0.0,255.0,0.0
2000,165.95238,235.46399,0.0,255.0,0.0
2040,163.05714,239.10225,0.0,255.0,0.0
2080,160.16191,242.74051,0.0,255.0,0.0
2120,157.26666,246.37878,255.0,0.0,0.0
2160,154.37143,242.74051,255.0,0.0,0.0
2200,151.4762,239.10225,255.0,0.0,0.0
2240,148.58095,235.46399,255.0,0.0,0.0
2280,145.68571,231.82571,255.0,0.0,0.0
2320,142.79048,228.18745,255.0,0.0,0.0
2360,139.89523,224.5492,255.0,0.0,0.0
2400,137.0,220.91092,255.0,0.0,0.0
2440,134.10477,217.27266,255.0,0.0,0.0
2480,131.20952,213.6344,255.0,0.0,0.0
2520,128.31429,209.99614,255.0,0.0,0.0
2560,125.419044,206.35786,255.0,0.0,0.0
2600,122.52381,202.7196,255.0,0.0,0.0
2640,119.62857,199.08134,255.0,0.0,0.0
2680,116.73333,195.44307,255.0,0.0,0.0
2720,113.8381,191.80481,0.0,0.0,255.0
2760,110.942856,188.16655,0.0,0.0,255.0
2800,108.04762,184.52827,0.0,0.0,255.0
2840,105.15238,180.89001,0.0,0.0,255.0
2880,102.25714,177.25175,0.0,0.0,255.0
2920,99.36191,173.61348,0.0,0.0,255.0
2960,96.46667,169.97522,0.0,0.0,255.0
3000,93.57143,166.33696,0.0,0.0,255.0
3040,90.67619,162.6987,0.0,0.0,255.0
3080,87.78095,159.06042,0.0,0.0,255.0
3120,84.88571,155.42216,0.0,0.0,255.0
3160,81.99048,151.7839,0.0,0.0,255.0
3200,79.09524,148.14563,0.0,0.0,255.0
3240,76.2,144.50737,0.0,0.0,255.0
3280,73.30476,140.86911,0.0,0.0,255.0
3320,70.40952,137.23083,0.0,0.0,255.0
3360,67.51428,133.59258,0.0,0.0,255.0
3400,64.61905,129.95432,0.0,0.0,255.0
3440,61.72381,126.31605,0.0,0.0,255.0
3480,58.82857,122.67778,0.0,0.0,255.0
3520,55.933334,119.03952,0.0,0.0,255.0
3560,53.038094,115.40125,0.0,0.0,255.0
3600,50.142857,111.762985,0.0,0.0,255.0
3640,47.24762,108.124725,0.0,0.0,255.0
3680,44.352383,104.48646,0.0,0.0,255.0
3720,41.45714,100.8482,0.0,0.0,255.0
3760,38.561905,97.20993,0.0,0.0,255.0
3800,35.666668,93.57166,0.0,0.0,255.0
3840,32.771427,89.9334,0.0,0.0,255.0
3880,29.87619,86.295135,0.0,0.0,255.0
3920,26.980953,82.65687,0.0,0.0,255.0
3960,24.085714,79.01861,0.0,0.0,255.0
4000,21.190475,75.38034,0.0,0.0,255.0
4040,18.295238,71.74208,0.0,0.0,255.0
4080,15.4,68.10381,0.0,0.0,255.0
4120,12.504762,64.465546,0.0,0.0,255.0
4160,9.609524,60.827282,0.0,0.0,255.0
4200,12.504762,57.18902,0.0,0.0,255.0
4240,15.4,53.550755,0.0,0.0,255.0
4280,18.295238,49.91249,0.0,0.0,255.0
4320,21.190475,46.274223,0.0,0.0,255.0
4360,24.085714,42.63596,0.0,0.0,255.0
4400,26.980953,38.997696,0.0,0.0,255.0
4440,29.87619,35.359432,0.0,0.0,255.0
4480,32.771427,31.721167,0.0,0.0,255.0
4520,35.666668,28.082901,0.0,0.0,255.0
4560,38.561905,24.444637,0.0,0.0,255.0
4600,41.45714,20.806372,0.0,0.0,255.0
4640,44.352383,17.168108,0.0,0.0,255.0
4680,47.24762,13.529843,0.0,0.0,255.0
4720,50.142857,9.891579,0.0,255.0,0.0
4760,53.038094,13.529843,0.0,255.0,0.0
4800,55.933334,17.168108,0.0,255.0,0.0
4840,58.82857,20.806372,0.0,255.0,0.0
4880,61.72381,24.444637,0.0,255.0,0.0
4920,64.61905,28.082901,0.0,255.0,0.0
4960,67.51428,31.721167,0.0,255.0,0.0
5000,70.40952,35.359432,0.0,255.0,0.0
5040,73.30476,38.997696,0.0,255.0,0.0
5080,76.2,42.63596,0.0,255.0,0.0
5120,79.09524,46.274223,0.0,255.0,0.0
5160,81.99048,49.91249,0.0,255.0,0.0
5200,84.88571,53.550755,0.0,255.0,0.0
5240,87.78095,57.18902,0.0,255.0,0.0
5280,90.67619,60.827282,0.0,255.0,0.0
5320,93.57143,64.465546,0.0,255.0,0.0
5360,96.46667,68.10381,0.0,255.0,0.0
5400,99.36191,71.74208,0.0,255.0,0.0
5440,102.25714,75.38034,0.0,255.0,0.0
5480,105.15238,79.01861,0.0,255.0,0.0
5520,108.04762,82.65687,0.0,255.0,0.0
5560,110.942856,86.295135,0.0,255.0,0.0
5600,113.8381,89.9334,0.0,255.0,0.0
5640,116.73333,93.57166,0.0,255.0,0.0
5680,119.62857,97.20993,0.0,255.0,0.0
5720,122.52381,100.8482,0.0,255.0,0.0
5760,125.419044,104.48646,0.0,255.0,0.0
5800,128.31429,108.124725,0.0,255.0,0.0
5840,131.20952,111.762985,0.0,255.0,0.0
5880,134.10477,115.40125,0.0,255.0,0.0
5920,137.0,119.03952,0.0,255.0,0.0
5960,139.89523,122.67778,0.0,255.0,0.0
6000,142.79048,126.31605,0.0,255.0,0.0
6040,145.68571,129.95432,0.0,255.0,0.0
6080,148.58095,133.59258,0.0,255.0,0.0
6120,151.4762,137.23083,0.0,255.0,0.0
6160,154.37143,140.86911,0.0,255.0,0.0
6200,157.26666,144.50737,0.0,255.0,0.0
6240,160.16191,148.14563,0.0,255.0,0.0
6280,163.05714,151.7839,0.0,255.0,0.0
6320,165.95238,155.42216,0.0,255.0,0.0
6360,168.84763,159.06042,0.0,255.0,0.0
6400,171.74286,162.6987,0.0,255.0,0.0
6440,174.63809,166.33696,0.0,255.0,0.0
6480,177.53334,169.97522,0.0,255.0,0.0
6520,180.42857,173.61348,0.0,255.0,0.0
6560,183.3238,177.25175,0.0,255.0,0.0
6600,186.21906,180.89001,0.0,255.0,0.0
6640,189.11429,184.52827,0.0,255.0,0.0
6680,192.00952,188.16655,0.0,255.0,0.0
6720,194.90475,191.80481,0.0,255.0,0.0
6760,197.8,195.44307,0.0,255.0,0.0
6800,200.69524,199.08134,0.0,255.0,0.0
6840,203.59047,202.7196,0.0,255.0,0.0
6880,206.48572,206.35786,0.0,255.0,0.0
6920,209.38095,209.99614,0.0,255.0,0.0
6960,212.27618,213.6344,0.0,255.0,0.0
7000,215.17143,217.27266,0.0,255.0,0.0
7040,218.06667,220.91092,0.0,255.0,0.0
7080,220.9619,224.5492,0.0,255.0,0.0
7120,223.85715,228.18745,0.0,255.0,0.0
7160,226.75238,231.82571,0.0,255.0,0.0
7200,229.64761,235.46399,0.0,255.0,0.0
7240,232.54286,239.10225,0.0,255.0,0.0
7280,235.4381,242.74051,0.0,255.0,0.0
7320,238.33333,246.37878,255.0,0.0,0.0
7360,241.22858,242.74051,255.0,0.0,0.0
7400,244.12381,239.10225,255.0,0.0,0.0
7440,247.01904,235.46399,0.0,0.0,255.0
7480,244.12381,231.82571,0.0,0.0,255.0
7520,241.22858,228.18745,0.0,0.0,255.0
7560,238.33333,224.5492,0.0,0.0,255.0
7600,235.4381,220.91092,0.0,0.0,255.0
7640,232.54286,217.27266,0.0,0.0,255.0
7680,229.64761,213.6344,0.0,0.0,255.0
7720,226.75238,209.99614,0.0,0.0,255.0
7760,223.85715,206.35786,0.0,0.0,255.0
7800,220.9619,202.7196,0.0,0.0,255.0
7840,218.06667,199.08134,0.0,0.0,255.0
7880,215.17143,195.44307,0.0,0.0,255.0
7920,212.27618,191.80481,0.0,0.0,255.0
7960,209.38095,188.16655,0.0,0.0,255.0
8000,206.48572,184.52827,0.0,0.0,255.0
8040,203.59047,180.89001,0.0,0.0,255.0
8080,200.69524,177.25175,0.0,0.0,255.0
8120,197.8,173.61348,0.0,0.0,255.0
8160,194.90475,169.97522,0.0,0.0,255.0
8200,192.00952,166.33696,0.0,0.0,255.0
8240,189.11429,162.6987,0.0,255.0,0.0
8280,186.21906,159.06042,0.0,255.0,0.0
8320,183.3238,155.42216,0.0,255.0,0.0
8360,180.42857,151.7839,0.0,255.0,0.0
8400,177.53334,148.14563,0.0,255.0,0.0
8440,174.63809,144.50737,0.0,255.0,0.0
8480,171.74286,140.86911,0.0,255.0,0.0
8520,168.84763,137.23083,0.0,255.0,0.0
8560,165.95238,133.59258,0.0,255.0,0.0
8600,163.05714,129.95432,0.0,255.0,0.0
