Timestamp,x,y,r,g,b
0,78.25714,150.96597,255.0,0.0,0.0
40,75.36191,147.84198,255.0,0.0,0.0
80,72.46667,144.71799,255.0,0.0,0.0
120,69.57143,141.594,255.0,0.0,0.0
160,66.67619,138.47002,255.0,0.0,0.0
200,63.780952,135.34602,255.0,0.0,0.0
240,60.885715,132.22203,255.0,0.0,0.0
280,57.990475,129.09805,255.0,0.0,0.0
320,55.095238,125.97406,255.0,0.0,0.0
360,52.2,122.85007,255.0,0.0,0.0
400,49.304764,119.72608,255.0,0.0,0.0
440,46.409523,116.6021,255.0,0.0,0.0
480,43.514286,113.4781,255.0,0.0,0.0
520,40.61905,110.35412,255.0,0.0,0.0
560,37.72381,107.230125,255.0,0.0,0.0
600,34.82857,104.10614,255.0,0.0,0.0
640,31.933332,100.98215,255.0,0.0,0.0
680,29.038095,97.85816,255.0,0.0,0.0
720,26.142857,94.73418,255.0,0.0,0.0
760,23.24762,91.61018,255.0,0.0,0.0
800,20.35238,88.4862,255.0,0.0,0.0
840,17.457144,85.362206,255.0,0.0,0.0
880,14.561905,82.23822,255.0,0.0,0.0
920,11.666667,79.11423,255.0,0.0,0.0
960,8.771428,75.99024,255.0,0.0,0.0
1000,11.666667,72.86626,255.0,0.0,0.0
1040,14.561905,69.74226,255.0,0.0,0.0
1080,17.457144,66.61828,255.0,0.0,0.0
1120,20.35238,63.49429,255.0,0.0,0.0
1160,23.24762,60.3703,255.0,0.0,0.0
1200,26.142857,57.24631,255.0,0.0,0.0
1240,29.038095,54.122322,255.0,0.0,0.0
1280,31.933332,50.998333,255.0,0.0,0.0
1320,34.82857,47.874344,255.0,0.0,0.0
1360,37.72381,44.750355,255.0,0.0,0.0
1400,40.61905,41.62637,255.0,0.0,0.0
1440,43.514286,38.50238,255.0,0.0,0.0
1480,46.409523,35.37839,255.0,0.0,0.0
1520,49.304764,32.254402,255.0,0.0,0.0
1560,52.2,29.130413,255.0,0.0,0.0
1600,55.095238,26.006426,255.0,0.0,0.0
1640,57.990475,22.882437,255.0,0.0,0.0
1680,60.885715,19.758448,255.0,0.0,0.0
1720,63.780952,16.63446,255.0,0.0,0.0
1760,66.67619,13.510471,255.0,0.0,0.0
1800,69.57143,10.386482,255.0,0.0,0.0
1840,72.46667,7.262494,255.0,0.0,0.0
1880,75.36191,10.386482,255.0,0.0,0.0
1920,78.25714,13.510471,255.0,0.0,0.0
1960,81.15238,16.63446,255.0,0.0,0.0
2000,84.04762,19.758448,255.0,0.0,0.0
2040,86.942856,22.882437,0.0,0.0,255.0
2080,89.8381,26.006426,0.0,0.0,255.0
2120,92.73333,29.130413,0.0,0.0,255.0
2160,95.62857,32.254402,0.0,0.0,255.0
2200,98.52381,35.37839,0.0,0.0,255.0
2240,101.419044,38.50238,0.0,0.0,255.0
2280,104.314285,41.62637,0.0,0.0,255.0
2320,107.209526,44.750355,0.0,0.0,255.0
2360,110.10476,47.874344,0.0,0.0,255.0
2400,113.0,50.998333,0.0,0.0,255.0
2440,115.89524,54.122322,0.0,0.0,255.0
2480,118.790474,57.24631,0.0,0.0,255.0
2520,121.685715,60.3703,0.0,0.0,255.0
2560,124.580956,63.49429,0.0,0.0,255.0
2600,127.47619,66.61828,0.0,0.0,255.0
2640,130.37143,69.74226,0.0,0.0,255.0
2680,133.26666,72.86626,0.0,0.0,255.0
2720,136.16191,75.99024,0.0,0.0,255.0
2760,139.05714,79.11423,0.0,0.0,255.0
2800,141.95238,82.23822,0.0,0.0,255.0
2840,144.84763,85.362206,0.0,0.0,255.0
2880,147.74286,88.4862,0.0,0.0,255.0
2920,150.63809,91.61018,0.0,0.0,255.0
2960,153.53334,94.73418,0.0,0.0,255.0
3000,156.42857,97.85816,0.0,0.0,255.0
3040,159.3238,100.98215,0.0,0.0,255.0
3080,162.21906,104.10614,0.0,0.0,255.0
3120,165.11429,107.230125,0.0,0.0,255.0
3160,168.00952,110.35412,0.0,0.0,255.0
3200,170.90475,113.4781,0.0,0.0,255.0
3240,173.8,116.6021,0.0,0.0,255.0
3280,176.69524,119.72608,0.0,0.0,255.0
3320,179.59047,122.85007,0.0,0.0,255.0
3360,182.48572,125.97406,0.0,0.0,255.0
3400,185.38095,129.09805,0.0,0.0,255.0
3440,188.27618,132.22203,0.0,0.0,255.0
3480,191.17143,135.34602,0.0,0.0,255.0
3520,194.06667,138.47002,0.0,0.0,255.0
3560,196.9619,141.594,0.0,0.0,255.0
3600,199.85715,144.71799,0.0,0.0,255.0
3640,202.75238,147.84198,0.0,0.0,255.0
3680,205.64761,150.96597,0.0,0.0,255.0
3720,208.54286,154.08995,0.0,0.0,255.0
3760,211.4381,157.21394,0.0,0.0,255.0
3800,214.33333,160.33794,0.0,0.0,255.0
3840,217.22858,163.46191,0.0,0.0,255.0
3880,220.12381,166.5859,0.0,0.0,255.0
3920,223.01904,169.7099,0.0,0.0,255.0
3960,225.91429,172.8339,0.0,0.0,255.0
4000,228.80952,175.95787,0.0,0.0,255.0
